,file_name,rw,Al2O3_Al1_Biso,Al2O3_Al2_Biso,Al2O3_Al3_Biso,Al2O3_O1_Biso,Al2O3_a,Al2O3_c,Al2O3_delta2,Al2O3_psize,Al2O3_scale,NiO_Ni0_Biso,NiO_O1_Biso,NiO_a,NiO_delta2,NiO_psize,NiO_scale,Ni_Ni0_Biso,Ni_O1_Biso,Ni_a,Ni_delta2,Ni_psize,Ni_scale
673,azint_UC1_Al2O3_2_0010_scan0036_pilatus_rm_NiO,0.31059505,0.550264279,3.59693164,1.28053384,1.73954984,5.65274532,7.85107733,2.68144356,61.4278187,0.326860454,,,,,,,1.18868179,,3.55495471,3.6138676,52.5003584,0.167198889
674,azint_UC1_Al2O3_2_0010_scan0037_pilatus_rm_NiO,0.30953815,0.536647655,3.6152644,1.28006764,1.74984178,5.65269214,7.84998445,2.65790816,61.2961391,0.328840365,,,,,,,1.18481167,,3.55491731,3.62027749,53.0280067,0.165474509
675,azint_UC1_Al2O3_2_0010_scan0038_pilatus_rm_NiO,0.31156321,0.56697614,3.76311828,1.23974837,1.76324021,5.65275581,7.85052425,2.66303825,61.1869385,0.329719666,,,,,,,1.19489743,,3.55521002,3.59897111,52.8721831,0.166096146
676,azint_UC1_Al2O3_2_0010_scan0039_pilatus_rm_NiO,0.31431526,0.562638542,3.79159076,1.26206121,1.76405475,5.6527866,7.85067801,2.7009237,61.4558256,0.328290689,,,,,,,1.19323756,,3.55520834,3.58526174,52.8405238,0.166617591
677,azint_UC1_Al2O3_2_0010_scan0040_pilatus_rm_NiO,0.31094645,0.554938158,3.70289799,1.30574243,1.71806388,5.65265658,7.85144879,2.65293044,61.053751,0.328382557,,,,,,,1.19326752,,3.55504646,3.59752598,52.6995037,0.166281031
678,azint_UC1_Al2O3_2_0010_scan0041_pilatus_rm_NiO,0.31094182,0.563085765,3.5803799,1.29934825,1.77011945,5.65242206,7.85199478,2.66438169,61.0624498,0.329862762,,,,,,,1.18901547,,3.55516209,3.5591093,52.9794148,0.165391729
679,azint_UC1_Al2O3_2_0010_scan0042_pilatus_rm_NiO,0.30982357,0.580313354,3.91915656,1.24421993,1.75757412,5.65304041,7.85019238,2.64358405,61.2766468,0.331497855,,,,,,,1.19277591,,3.55515131,3.63592577,52.792025,0.165664583
680,azint_UC1_Al2O3_2_0010_scan0043_pilatus_rm_NiO,0.30942673,0.558234904,3.45337676,1.264732,1.77834666,5.65270984,7.85207788,2.64203344,61.0008316,0.328459241,,,,,,,1.1935699,,3.55540765,3.64646093,53.2685321,0.164294147
681,azint_UC1_Al2O3_2_0010_scan0044_pilatus_rm_NiO,0.31067956,0.560702225,3.67134246,1.35051708,1.70100097,5.65248883,7.85240268,2.66622354,61.1322511,0.328409372,,,,,,,1.19295517,,3.55507972,3.6150149,53.186912,0.164817095
682,azint_UC1_Al2O3_2_0010_scan0045_pilatus_rm_NiO,0.30894892,0.568600537,3.86070847,1.31691548,1.72330434,5.65285146,7.8513091,2.63992472,60.9169029,0.332296168,,,,,,,1.19110788,,3.55528729,3.58002843,53.0697214,0.164779457
683,azint_UC1_Al2O3_2_0010_scan0046_pilatus_rm_NiO,0.31083787,0.541602563,3.50757085,1.2917925,1.77021495,5.65316951,7.85018955,2.65873192,61.285369,0.328630148,,,,,,,1.19579142,,3.55530816,3.60310571,53.0243765,0.164488744
684,azint_UC1_Al2O3_2_0010_scan0047_pilatus_rm_NiO,0.30939118,0.544137499,3.58173477,1.31733041,1.7570043,5.652511,7.8524049,2.63225438,60.8475439,0.330444489,,,,,,,1.19639361,,3.55547426,3.66232824,53.3749968,0.163472686
685,azint_UC1_Al2O3_2_0010_scan0048_pilatus_rm_NiO,0.31179376,0.567552286,3.77705745,1.29057965,1.73202797,5.6533912,7.8513016,2.65089379,61.3168644,0.329957538,,,,,,,1.18770291,,3.55535654,3.60882873,52.9510507,0.164431624
686,azint_UC1_Al2O3_2_0010_scan0049_pilatus_rm_NiO,0.31334663,0.556420104,3.58024473,1.28918509,1.7606285,5.65313049,7.8516916,2.6543317,61.2150256,0.328958044,,,,,,,1.20852446,,3.55544407,3.58018009,52.8579421,0.16543859
687,azint_UC1_Al2O3_2_0010_scan0050_pilatus_rm_NiO,0.31080694,0.582466356,3.8213365,1.21691147,1.76311293,5.65318179,7.85114734,2.67267665,61.5006812,0.328907081,,,,,,,1.19372696,,3.55534694,3.62378234,53.2260786,0.16390541
688,azint_UC1_Al2O3_2_0010_scan0051_pilatus_rm_NiO,0.31313646,0.576029899,3.64438009,1.27766986,1.7741986,5.65277334,7.85250735,2.68007524,61.5203571,0.329174757,,,,,,,1.19672695,,3.55514251,3.6061659,52.9615438,0.164950266
689,azint_UC1_Al2O3_2_0010_scan0052_pilatus_rm_NiO,0.31215552,0.534344239,3.29781909,1.28205905,1.79177186,5.65303083,7.85219213,2.68784245,61.4496912,0.327080444,,,,,,,1.20244222,,3.55525049,3.65712126,53.3342046,0.163793555
690,azint_UC1_Al2O3_2_0010_scan0053_pilatus_rm_NiO,0.30980417,0.561257539,3.64188566,1.22002713,1.82654627,5.65260567,7.85228521,2.56780031,60.2704261,0.335558672,,,,,,,1.18400229,,3.55519346,3.56629614,53.1171842,0.162773555
691,azint_UC1_Al2O3_2_0010_scan0054_pilatus_rm_NiO,0.30980436,0.554509838,3.8262254,1.36611866,1.69659676,5.65241627,7.85323526,2.60454582,60.1431668,0.334386645,,,,,,,1.19054326,,3.55553906,3.55871891,53.1662566,0.163147262
692,azint_UC1_Al2O3_2_0011_scan0001_pilatus_rm_NiO,0.3055736,0.551074807,3.5651124,1.28076004,1.75465146,5.65298126,7.85162166,2.64910424,61.3411704,0.327288566,,,,,,,1.19068618,,3.55510589,3.59752482,53.4061133,0.170089059
693,azint_UC1_Al2O3_2_0011_scan0002_pilatus_rm_NiO,0.30478769,0.538726199,3.44110895,1.28123223,1.76387582,5.65307537,7.85085604,2.64447164,61.1966033,0.32701986,,,,,,,1.19269564,,3.55493873,3.61246958,53.5419328,0.171408807
694,azint_UC1_Al2O3_2_0011_scan0003_pilatus_rm_NiO,0.30730098,0.551100699,3.51220086,1.28437168,1.77132553,5.6527058,7.85223301,2.64970436,61.2020925,0.328098418,,,,,,,1.19493849,,3.55513473,3.62809757,53.6567362,0.171203974
695,azint_UC1_Al2O3_2_0011_scan0004_pilatus_rm_NiO,0.30711796,0.564742138,3.68556209,1.26216458,1.74322119,5.65276872,7.8511969,2.64806529,61.6752821,0.327207235,,,,,,,1.1892687,,3.55495119,3.60078444,53.4682325,0.172416094
696,azint_UC1_Al2O3_2_0011_scan0005_pilatus_rm_NiO,0.30692244,0.548867722,3.57215749,1.31076013,1.74284558,5.65265572,7.85135658,2.63105913,61.2994382,0.328178024,,,,,,,1.19150965,,3.55515149,3.60260955,53.6855215,0.171653272
697,azint_UC1_Al2O3_2_0011_scan0006_pilatus_rm_NiO,0.30526249,0.555461207,3.45316483,1.27987931,1.77508821,5.65250638,7.8522108,2.61925239,61.1271423,0.327558389,,,,,,,1.19226531,,3.55493488,3.56418637,53.6545049,0.171962878
698,azint_UC1_Al2O3_2_0011_scan0007_pilatus_rm_NiO,0.30468686,0.568429275,3.63154755,1.18806288,1.81674319,5.65281134,7.8511948,2.66287137,61.6854358,0.327908522,,,,,,,1.17854477,,3.55510191,3.56705484,53.3868649,0.172230068
699,azint_UC1_Al2O3_2_0011_scan0008_pilatus_rm_NiO,0.30640359,0.573540548,3.61243577,1.25178515,1.77737224,5.65270764,7.85218687,2.69157233,61.7522636,0.326237394,,,,,,,1.19288948,,3.5550245,3.62026238,53.3768973,0.173032068
700,azint_UC1_Al2O3_2_0011_scan0009_pilatus_rm_NiO,0.30572505,0.544051068,3.50532766,1.29773368,1.75569773,5.65288691,7.85194126,2.68630579,61.8502501,0.325508925,,,,,,,1.19085948,,3.55522782,3.59941551,53.8184712,0.17212611
701,azint_UC1_Al2O3_2_0011_scan0010_pilatus_rm_NiO,0.30342093,0.541576488,3.84066015,1.35323656,1.68070569,5.65262896,7.85162167,2.57825309,60.5432358,0.331405418,,,,,,,1.17718723,,3.55505268,3.60837019,53.7475293,0.171538965
702,azint_UC1_Al2O3_2_0011_scan0011_pilatus_rm_NiO,0.30546899,0.574166616,3.75283621,1.18757844,1.79714349,5.65270619,7.85097874,2.68991708,61.6466483,0.328519599,,,,,,,1.20026007,,3.55498378,3.54397268,53.4492194,0.174561516
703,azint_UC1_Al2O3_2_0011_scan0012_pilatus_rm_NiO,0.30521232,0.548558342,3.5482873,1.24278044,1.77023016,5.6522773,7.85198545,2.66084615,61.4889578,0.32619081,,,,,,,1.19435985,,3.55500773,3.5934575,53.5241202,0.173245695
704,azint_UC1_Al2O3_2_0011_scan0013_pilatus_rm_,0.30660146,0.524790737,3.5951845,1.31205076,1.72522071,5.65252045,7.85251224,2.61958534,61.4489275,0.326452834,0.0287339409,0.02151019,4.24808717,2.98448308,0.128061065,0.167645453,1.19769714,,3.55503754,3.53710814,53.3346195,0.174255956
705,azint_UC1_Al2O3_2_0011_scan0014_pilatus_rm_,0.30485844,0.578326776,3.7508228,1.2087104,1.77021631,5.65344106,7.84977896,2.68759253,62.1450103,0.327007661,1.75419962,1.43419257,4.41661958,3.57358281,0.623402641,1.16670273,1.1919049,,3.55512036,3.54921988,53.4687339,0.174116158
706,azint_UC1_Al2O3_2_0011_scan0015_pilatus_rm_NiO,0.30559411,0.569188799,3.82739947,1.2394646,1.75611236,5.65304427,7.85059433,2.6798707,62.0753382,0.326789191,,,,,,,1.18969839,,3.55506296,3.56132943,53.6363501,0.173638005
707,azint_UC1_Al2O3_2_0011_scan0016_pilatus_rm_NiO,0.30499016,0.544791572,3.83839771,1.34921472,1.68610588,5.65254238,7.8517484,2.61783826,60.9564947,0.329611879,,,,,,,1.19376265,,3.55503349,3.53587471,53.2979281,0.174332355
708,azint_UC1_Al2O3_2_0011_scan0017_pilatus_rm_NiO,0.30578852,0.542537885,3.42286943,1.26224614,1.75826115,5.6527497,7.85093335,2.69164474,62.6004852,0.321762725,,,,,,,1.19961733,,3.555012,3.54616766,53.5583919,0.174578318
709,azint_UC1_Al2O3_2_0011_scan0018_pilatus_rm_NiO,0.30380263,0.53384824,3.63395366,1.28155103,1.7510962,5.65281491,7.85092473,2.62153138,61.4053368,0.328010485,,,,,,,1.18827195,,3.55514393,3.59729256,53.6949823,0.173103656
710,azint_UC1_Al2O3_2_0011_scan0019_pilatus_rm_NiO,0.30717414,0.576473427,3.78357215,1.248306,1.75676467,5.65265834,7.85132215,2.68376721,61.864527,0.326607403,,,,,,,1.18874863,,3.55497004,3.50274557,53.4486655,0.174317359
711,azint_UC1_Al2O3_2_0011_scan0020_pilatus_rm_NiO,0.30748337,0.519871251,3.07102987,1.21171718,1.82402626,5.65284698,7.85162467,2.67352453,61.8749721,0.321259316,,,,,,,1.20464754,,3.55513167,3.55817495,53.6343301,0.17395257
712,azint_UC1_Al2O3_2_0011_scan0021_pilatus_rm_NiO,0.30474991,0.571724806,3.6859917,1.25129585,1.78031467,5.65261887,7.85087283,2.66177673,61.2599965,0.32911371,,,,,,,1.18144789,,3.55483885,3.60468107,53.6033621,0.172524517
